doc_id_1,doc_id_2,edit_type
68026,85398,exact
37987,85399,exact
58791,85400,exact
64044,85401,exact
76662,85402,exact
28475,85403,exact
55448,85404,exact
10965,85405,exact
48277,85406,exact
28853,85407,exact
34198,85408,exact
76707,85409,exact
21834,85410,exact
56521,85411,exact
25158,85412,exact
46991,85413,exact
15074,85414,exact
8369,85415,exact
3620,85416,exact
68919,85417,exact
59193,85418,exact
26435,85419,exact
15585,85420,exact
65154,85421,exact
52160,85422,exact
33617,85423,exact
27162,85424,exact
84016,85425,exact
5518,85426,exact
28297,85427,exact
81712,85428,exact
19182,85429,exact
13714,85430,exact
25948,85431,exact
60084,85432,exact
49549,85433,exact
47401,85434,exact
71616,85435,exact
19835,85436,exact
13729,85437,exact
78150,85438,exact
63950,85439,exact
19451,85440,exact
73912,85441,exact
53203,85442,exact
83671,85443,exact
55474,85444,exact
68318,85445,exact
64933,85446,exact
42265,85447,exact
65331,85448,exact
65358,85449,exact
83239,85450,exact
26475,85451,exact
71147,85452,exact
79923,85453,exact
28675,85454,exact
1272,85455,exact
44593,85456,exact
41714,85457,exact
42182,85458,exact
4648,85459,exact
68826,85460,exact
19446,85461,exact
33670,85462,exact
78982,85463,exact
20434,85464,exact
49676,85465,exact
76408,85466,exact
38585,85467,exact
61660,85468,exact
8697,85469,exact
11094,85470,exact
67702,85471,exact
5166,85472,exact
8697,85473,exact
29503,85474,exact
17104,85475,exact
5325,85476,exact
39380,85477,exact
2003,85478,exact
58797,85479,exact
43331,85480,exact
21061,85481,exact
19506,85482,exact
60389,85483,exact
48669,85484,exact
66191,85485,exact
50099,85486,exact
69442,85487,exact
65854,85488,exact
4406,85489,exact
75218,85490,exact
11881,85491,exact
67895,85492,exact
78661,85493,exact
10008,85494,exact
55884,85495,exact
27014,85496,exact
37966,85497,exact
70178,85498,exact
78461,85499,exact
54767,85500,exact
63204,85501,exact
50930,85502,exact
79617,85503,exact
76859,85504,exact
30614,85505,exact
2684,85506,exact
31,85507,exact
23851,85508,exact
39641,85509,exact
66434,85510,exact
74745,85511,exact
33352,85512,exact
43605,85513,exact
8601,85514,exact
64685,85515,exact
34341,85516,exact
39689,85517,exact
53486,85518,exact
50352,85519,exact
50289,85520,exact
8160,85521,exact
21468,85522,exact
84015,85523,exact
16688,85524,exact
31319,85525,exact
37629,85526,exact
43781,85527,exact
7278,85528,exact
4709,85529,exact
63088,85530,exact
54770,85531,exact
18468,85532,exact
64465,85533,exact
78900,85534,exact
10698,85535,exact
19840,85536,exact
46238,85537,exact
53888,85538,exact
4611,85539,exact
80186,85540,exact
61116,85541,exact
50683,85542,exact
60146,85543,exact
6164,85544,exact
13301,85545,exact
61720,85546,exact
19840,85547,exact
2651,85548,exact
4255,85549,exact
78420,85550,exact
80923,85551,exact
17393,85552,exact
82570,85553,exact
42455,85554,exact
13800,85555,exact
71977,85556,exact
45438,85557,exact
25555,85558,exact
50254,85559,exact
64267,85560,exact
14548,85561,exact
7885,85562,exact
79969,85563,exact
61235,85564,exact
80521,85565,exact
82878,85566,exact
44284,85567,exact
16295,85568,exact
81531,85569,exact
38847,85570,exact
16660,85571,exact
50809,85572,exact
38509,85573,exact
15932,85574,exact
68027,85575,exact
24789,85576,exact
5004,85577,exact
51383,85578,exact
58271,85579,exact
48703,85580,exact
24966,85581,exact
59699,85582,exact
46734,85583,exact
82839,85584,exact
9874,85585,exact
5851,85586,exact
5240,85587,exact
63722,85588,exact
33473,85589,exact
3493,85590,exact
68165,85591,exact
74613,85592,exact
74946,85593,exact
28308,85594,exact
30101,85595,exact
12252,85596,exact
82238,85597,exact
65852,85598,exact
68643,85599,exact
55064,85600,exact
66467,85601,exact
40017,85602,exact
14869,85603,exact
19095,85604,exact
55832,85605,exact
74188,85606,exact
55319,85607,exact
11014,85608,exact
13731,85609,exact
54478,85610,exact
8247,85611,exact
13003,85612,exact
54416,85613,exact
20467,85614,exact
4024,85615,exact
58552,85616,exact
56503,85617,exact
54659,85618,exact
3949,85619,exact
65093,85620,exact
42532,85621,exact
33106,85622,exact
10294,85623,exact
46203,85624,exact
9218,85625,exact
15909,85626,exact
47088,85627,exact
3850,85628,exact
45278,85629,exact
45597,85630,exact
23318,85631,exact
1306,85632,exact
30211,85633,exact
47946,85634,exact
9242,85635,exact
78196,85636,exact
18781,85637,exact
27260,85638,exact
423,85639,exact
26842,85640,exact
16146,85641,exact
941,85642,exact
38438,85643,exact
48382,85644,exact
3230,85645,exact
79278,85646,exact
30521,85647,exact
18597,85648,exact
24509,85649,exact
59512,85650,exact
14731,85651,exact
62481,85652,exact
45147,85653,exact
33845,85654,exact
17060,85655,exact
3661,85656,exact
27278,85657,exact
47479,85658,exact
43910,85659,exact
62045,85660,exact
38355,85661,exact
38842,85662,exact
72509,85663,exact
83350,85664,exact
42858,85665,exact
24123,85666,exact
77728,85667,exact
10591,85668,exact
13445,85669,exact
69891,85670,exact
76133,85671,exact
40339,85672,exact
20500,85673,exact
49360,85674,exact
19257,85675,exact
16414,85676,exact
29205,85677,exact
41404,85678,exact
66628,85679,exact
31829,85680,exact
31019,85681,exact
24109,85682,exact
38149,85683,exact
48819,85684,exact
55022,85685,exact
6062,85686,exact
17332,85687,exact
78801,85688,exact
2693,85689,exact
51616,85690,exact
10213,85691,exact
9595,85692,exact
17304,85693,exact
55080,85694,exact
39241,85695,exact
72191,85696,exact
54624,85697,exact
18649,85698,exact
77473,85699,exact
55337,85700,exact
39063,85701,exact
83488,85702,exact
46473,85703,exact
11082,85704,exact
32513,85705,exact
58302,85706,exact
82939,85707,exact
48399,85708,exact
83498,85709,exact
69364,85710,exact
7583,85711,exact
49339,85712,exact
53559,85713,exact
1104,85714,exact
54686,85715,exact
42030,85716,exact
57841,85717,exact
26737,85718,exact
48705,85719,exact
38444,85720,exact
61720,85721,exact
11934,85722,exact
24308,85723,exact
14236,85724,exact
36303,85725,exact
14700,85726,exact
73161,85727,exact
79370,85728,exact
20169,85729,exact
58479,85730,exact
52268,85731,exact
24298,85732,exact
55273,85733,exact
56585,85734,exact
22903,85735,exact
32500,85736,exact
59434,85737,exact
44615,85738,exact
68596,85739,exact
18686,85740,exact
46578,85741,exact
60612,85742,exact
82774,85743,exact
83532,85744,exact
11337,85745,exact
63345,85746,exact
26691,85747,exact
38630,85748,exact
241,85749,exact
58862,85750,exact
81098,85751,exact
60556,85752,exact
1019,85753,exact
28669,85754,exact
39132,85755,exact
15002,85756,exact
82433,85757,exact
39473,85758,exact
71461,85759,exact
79843,85760,exact
20476,85761,exact
55601,85762,exact
61791,85763,exact
12131,85764,exact
65231,85765,exact
30456,85766,exact
71269,85767,exact
53124,85768,exact
36711,85769,exact
82846,85770,exact
2833,85771,exact
15837,85772,exact
35399,85773,exact
5314,85774,exact
33,85775,exact
33629,85776,exact
52222,85777,exact
68957,85778,exact
76233,85779,exact
51935,85780,exact
58272,85781,exact
13373,85782,exact
33109,85783,exact
46376,85784,exact
37145,85785,exact
25694,85786,exact
78041,85787,exact
11175,85788,exact
4646,85789,exact
9234,85790,exact
34404,85791,exact
40056,85792,exact
69945,85793,exact
44550,85794,exact
15490,85795,exact
69492,85796,exact
32643,85797,exact
21437,85798,exact
8925,85799,exact
54372,85800,exact
37970,85801,exact
37060,85802,exact
68135,85803,exact
17618,85804,exact
75232,85805,exact
68558,85806,exact
82200,85807,exact
27561,85808,exact
69648,85809,exact
13802,85810,exact
53844,85811,exact
83177,85812,exact
71247,85813,exact
52876,85814,exact
36518,85815,exact
38306,85816,exact
57981,85817,exact
48733,85818,exact
74479,85819,exact
82419,85820,exact
18063,85821,exact
20587,85822,exact
16160,85823,exact
15796,85824,exact
49994,85825,exact
52588,85826,exact
77471,85827,exact
61334,85828,exact
18288,85829,exact
73349,85830,exact
39185,85831,exact
46407,85832,exact
82852,85833,exact
61953,85834,exact
54408,85835,exact
28575,85836,exact
62484,85837,exact
64075,85838,exact
65741,85839,exact
41712,85840,exact
64581,85841,exact
7893,85842,exact
58193,85843,exact
39345,85844,exact
18718,85845,exact
64949,85846,exact
6868,85847,exact
81414,85848,exact
28274,85849,exact
3348,85850,exact
46583,85851,exact
61804,85852,exact
51244,85853,exact
1325,85854,exact
69052,85855,exact
8710,85856,exact
10665,85857,exact
51788,85858,exact
841,85859,exact
47353,85860,exact
5397,85861,exact
15224,85862,exact
81379,85863,exact
490,85864,exact
35432,85865,exact
83935,85866,exact
38342,85867,exact
29712,85868,exact
18439,85869,exact
75084,85870,exact
37738,85871,exact
25061,85872,exact
13822,85873,exact
56887,85874,exact
60410,85875,exact
43279,85876,exact
50348,85877,exact
22053,85878,exact
43344,85879,exact
55274,85880,exact
84935,85881,exact
57051,85882,exact
19401,85883,exact
58627,85884,exact
19333,85885,exact
68702,85886,exact
41428,85887,exact
16937,85888,exact
27376,85889,exact
24487,85890,exact
58212,85891,exact
45766,85892,exact
50970,85893,exact
56005,85894,exact
64481,85895,exact
51057,85896,exact
28856,85897,exact
25715,85898,exact
57576,85899,exact
26773,85900,exact
76877,85901,exact
6526,85902,exact
50901,85903,exact
4361,85904,exact
30674,85905,exact
82991,85906,exact
11096,85907,exact
24478,85908,exact
47659,85909,exact
7469,85910,exact
83633,85911,exact
22724,85912,exact
30548,85913,exact
80056,85914,exact
38997,85915,exact
80282,85916,exact
11354,85917,exact
67124,85918,exact
37280,85919,exact
46277,85920,exact
53927,85921,exact
60069,85922,exact
7070,85923,exact
82821,85924,exact
67649,85925,exact
71720,85926,exact
56440,85927,exact
76147,85928,exact
59585,85929,exact
64251,85930,exact
33390,85931,exact
62344,85932,exact
28235,85933,exact
44196,85934,exact
34848,85935,exact
5535,85936,exact
5741,85937,exact
6888,85938,exact
21346,85939,exact
45849,85940,exact
507,85941,exact
37985,85942,exact
934,85943,exact
18403,85944,exact
8347,85945,exact
56065,85946,exact
29119,85947,exact
79775,85948,exact
51971,85949,exact
73107,85950,exact
28963,85951,exact
59467,85952,exact
25277,85953,exact
44499,85954,exact
79733,85955,exact
13413,85956,exact
79476,85957,exact
11222,85958,exact
41815,85959,exact
42326,85960,exact
70241,85961,exact
59735,85962,exact
42617,85963,exact
33488,85964,exact
3778,85965,exact
68418,85966,exact
5813,85967,exact
24920,85968,exact
48326,85969,exact
10500,85970,exact
27471,85971,exact
68749,85972,exact
45317,85973,exact
24613,85974,exact
26426,85975,exact
32935,85976,exact
39494,85977,exact
40924,85978,exact
67751,85979,exact
50419,85980,exact
33376,85981,exact
63187,85982,exact
45080,85983,exact
31452,85984,exact
5833,85985,exact
40083,85986,exact
72348,85987,exact
9481,85988,exact
1206,85989,exact
60415,85990,exact
64920,85991,exact
57435,85992,exact
6221,85993,exact
54017,85994,exact
64694,85995,exact
60360,85996,exact
57685,85997,exact
15482,85998,exact
11221,85999,exact
10679,86000,exact
31607,86001,exact
12940,86002,exact
20158,86003,exact
54265,86004,exact
27979,86005,exact
57755,86006,exact
80315,86007,exact
10111,86008,exact
55959,86009,exact
73270,86010,exact
51704,86011,exact
5157,86012,exact
23643,86013,exact
32732,86014,exact
64227,86015,exact
28842,86016,exact
16788,86017,exact
36568,86018,exact
46150,86019,exact
41890,86020,exact
56995,86021,exact
14062,86022,exact
73014,86023,exact
37421,86024,exact
79964,86025,exact
70919,86026,exact
26369,86027,exact
38881,86028,exact
57905,86029,exact
67375,86030,exact
79255,86031,exact
60565,86032,exact
70276,86033,exact
83146,86034,exact
34208,86035,exact
35723,86036,exact
30380,86037,exact
2170,86038,exact
15562,86039,exact
80592,86040,exact
12963,86041,exact
22619,86042,exact
54350,86043,exact
32607,86044,exact
28582,86045,exact
37297,86046,exact
844,86047,exact
70192,86048,exact
67539,86049,exact
56134,86050,exact
6523,86051,exact
15963,86052,exact
50422,86053,exact
84567,86054,exact
35715,86055,exact
15498,86056,exact
74012,86057,exact
47042,86058,exact
30089,86059,exact
71648,86060,exact
36984,86061,exact
29040,86062,exact
31475,86063,exact
8491,86064,exact
67915,86065,exact
40307,86066,exact
42901,86067,exact
30618,86068,exact
48915,86069,exact
82380,86070,exact
62949,86071,exact
37595,86072,exact
76291,86073,exact
22463,86074,exact
17994,86075,exact
2031,86076,exact
72498,86077,exact
66171,86078,exact
42976,86079,exact
48101,86080,exact
76733,86081,exact
83206,86082,exact
3314,86083,exact
17016,86084,exact
51849,86085,exact
20348,86086,exact
23168,86087,exact
66908,86088,exact
10021,86089,exact
17770,86090,exact
27066,86091,exact
65108,86092,exact
74645,86093,exact
27978,86094,exact
30843,86095,exact
17318,86096,exact
30630,86097,exact
50411,86098,exact
46329,86099,exact
79757,86100,exact
77467,86101,exact
17372,86102,exact
82442,86103,exact
65334,86104,exact
14157,86105,exact
80742,86106,exact
3409,86107,exact
69000,86108,exact
78135,86109,exact
47004,86110,exact
64120,86111,exact
59716,86112,exact
40461,86113,exact
1656,86114,exact
28845,86115,exact
72813,86116,exact
21369,86117,exact
64841,86118,exact
63034,86119,exact
71569,86120,exact
41149,86121,exact
10324,86122,exact
33968,86123,exact
18015,86124,exact
79207,86125,exact
52671,86126,exact
25043,86127,exact
41473,86128,exact
38237,86129,exact
50343,86130,exact
7756,86131,exact
27349,86132,exact
5018,86133,exact
41308,86134,exact
32716,86135,exact
44979,86136,exact
57828,86137,exact
29611,86138,exact
34092,86139,exact
45111,86140,exact
21277,86141,exact
39964,86142,exact
2225,86143,exact
46708,86144,exact
75181,86145,exact
70715,86146,exact
7626,86147,exact
82632,86148,exact
19820,86149,exact
46323,86150,exact
2881,86151,exact
64370,86152,exact
82290,86153,exact
8037,86154,exact
3219,86155,exact
31649,86156,exact
5893,86157,exact
1630,86158,exact
29592,86159,exact
42817,86160,exact
8722,86161,exact
8179,86162,exact
45210,86163,exact
55397,86164,exact
17806,86165,exact
28380,86166,exact
58846,86167,exact
57044,86168,exact
18619,86169,exact
46928,86170,exact
40888,86171,exact
23191,86172,exact
43098,86173,exact
53560,86174,exact
50157,86175,exact
1262,86176,exact
53645,86177,exact
34569,86178,exact
69953,86179,exact
69643,86180,exact
60640,86181,exact
5497,86182,exact
74020,86183,exact
16068,86184,exact
53599,86185,exact
51157,86186,exact
22454,86187,exact
407,86188,exact
65608,86189,exact
18117,86190,exact
81506,86191,exact
67362,86192,exact
19420,86193,exact
10439,86194,exact
43260,86195,exact
31113,86196,exact
23104,86197,exact
32347,86198,exact
2880,86199,exact
22130,86200,exact
73584,86201,exact
22061,86202,exact
10287,86203,exact
55990,86204,exact
78365,86205,exact
13586,86206,exact
81331,86207,exact
82382,86208,exact
59966,86209,exact
19670,86210,exact
80601,86211,exact
78901,86212,exact
5249,86213,exact
33092,86214,exact
44597,86215,exact
49350,86216,exact
3573,86217,exact
82020,86218,exact
4760,86219,exact
65056,86220,exact
11746,86221,exact
46971,86222,exact
38369,86223,exact
19766,86224,exact
60046,86225,exact
30952,86226,exact
66510,86227,exact
46636,86228,exact
21270,86229,exact
53046,86230,exact
44255,86231,exact
35368,86232,exact
64528,86233,exact
51457,86234,exact
1937,86235,exact
40732,86236,exact
69512,86237,exact
37778,86238,exact
72148,86239,exact
61461,86240,exact
4578,86241,exact
69703,86242,exact
74776,86243,exact
72364,86244,exact
34399,86245,exact
5020,86246,exact
59758,86247,exact
51781,86248,exact
15730,86249,exact
52924,86250,exact
45428,86251,exact
65012,86252,exact
6704,86253,exact
2711,86254,exact
35789,86255,exact
4492,86256,exact
33281,86257,exact
76284,86258,exact
37981,86259,exact
27144,86260,exact
69372,86261,exact
67667,86262,exact
44601,86263,exact
50603,86264,exact
32851,86265,exact
27390,86266,exact
15203,86267,exact
74191,86268,exact
43180,86269,exact
31804,86270,exact
76827,86271,exact
69832,86272,exact
46315,86273,exact
21305,86274,exact
20061,86275,exact
43340,86276,exact
1191,86277,exact
76668,86278,exact
6718,86279,exact
74038,86280,exact
20469,86281,exact
45164,86282,exact
47604,86283,exact
38166,86284,exact
82013,86285,exact
38459,86286,exact
42336,86287,exact
64862,86288,exact
52908,86289,exact
78735,86290,exact
56492,86291,exact
22286,86292,exact
132,86293,exact
18449,86294,exact
74527,86295,exact
5714,86296,exact
57919,86297,exact
16495,86298,exact
44740,86299,exact
1221,86300,exact
62968,86301,exact
33764,86302,exact
80243,86303,exact
24596,86304,exact
9207,86305,exact
71942,86306,exact
55558,86307,exact
36530,86308,exact
22784,86309,exact
69406,86310,exact
22263,86311,exact
8295,86312,exact
83806,86313,exact
20630,86314,exact
75980,86315,exact
14424,86316,exact
66050,86317,exact
82854,86318,exact
71227,86319,exact
79304,86320,exact
50423,86321,exact
56968,86322,exact
34833,86323,exact
40815,86324,exact
37350,86325,exact
1787,86326,exact
56191,86327,exact
36757,86328,exact
33841,86329,exact
70499,86330,exact
69109,86331,exact
72687,86332,exact
41671,86333,exact
44861,86334,exact
24902,86335,exact
56583,86336,exact
18573,86337,exact
776,86338,exact
67022,86339,exact
20359,86340,exact
73830,86341,exact
50350,86342,exact
47309,86343,exact
60834,86344,exact
4766,86345,exact
73609,86346,exact
53954,86347,exact
83448,86348,exact
80495,86349,exact
29924,86350,exact
2056,86351,exact
47477,86352,exact
69349,86353,exact
20777,86354,exact
25494,86355,exact
82694,86356,exact
46461,86357,exact
82288,86358,exact
65141,86359,exact
2508,86360,exact
32662,86361,exact
74915,86362,exact
31729,86363,exact
35975,86364,exact
24266,86365,exact
55047,86366,exact
10213,86367,exact
75122,86368,exact
58743,86369,exact
31029,86370,exact
58937,86371,exact
66702,86372,exact
13162,86373,exact
24678,86374,exact
21559,86375,exact
57736,86376,exact
8549,86377,exact
55934,86378,exact
83197,86379,exact
51739,86380,exact
35632,86381,exact
33120,86382,exact
57306,86383,exact
46683,86384,exact
79913,86385,exact
42960,86386,exact
11878,86387,exact
40241,86388,exact
3949,86389,exact
64555,86390,exact
1437,86391,exact
32841,86392,exact
26579,86393,exact
52153,86394,exact
50675,86395,exact
57096,86396,exact
83279,86397,exact
82004,86398,exact
51021,86399,exact
5035,86400,exact
76374,86401,exact
60989,86402,exact
46475,86403,exact
74552,86404,exact
16621,86405,exact
73979,86406,exact
36483,86407,exact
43006,86408,exact
3185,86409,exact
52178,86410,exact
62092,86411,exact
68379,86412,exact
17739,86413,exact
5450,86414,exact
10680,86415,exact
74176,86416,exact
45538,86417,exact
47319,86418,exact
588,86419,exact
9092,86420,exact
25005,86421,exact
14524,86422,exact
70860,86423,exact
61748,86424,exact
5651,86425,exact
41226,86426,exact
3327,86427,exact
41261,86428,exact
51465,86429,exact
16419,86430,exact
83305,86431,exact
36055,86432,exact
53269,86433,exact
18629,86434,exact
78074,86435,exact
19331,86436,exact
52979,86437,exact
40120,86438,exact
67042,86439,exact
7844,86440,exact
21353,86441,exact
16434,86442,exact
17557,86443,exact
63031,86444,exact
84134,86445,exact
6122,86446,exact
68106,86447,exact
5697,86448,exact
72737,86449,exact
82735,86450,exact
50759,86451,exact
23621,86452,exact
45180,86453,exact
76792,86454,exact
10852,86455,exact
10581,86456,exact
73373,86457,exact
22862,86458,exact
34810,86459,exact
26424,86460,exact
34205,86461,exact
42983,86462,exact
33276,86463,exact
33979,86464,exact
67821,86465,exact
59831,86466,exact
20342,86467,exact
58828,86468,exact
72446,86469,exact
20030,86470,exact
5059,86471,exact
82908,86472,exact
76743,86473,exact
23195,86474,exact
84089,86475,exact
67138,86476,exact
4429,86477,exact
41429,86478,exact
9390,86479,exact
25282,86480,exact
84987,86481,exact
59840,86482,exact
80070,86483,exact
31289,86484,exact
60118,86485,exact
68454,86486,exact
20891,86487,exact
43734,86488,exact
17678,86489,exact
62453,86490,exact
72865,86491,exact
7492,86492,exact
71230,86493,exact
10802,86494,exact
67852,86495,exact
45007,86496,exact
322,86497,exact
10484,86498,exact
13629,86499,exact
56063,86500,exact
79631,86501,exact
46179,86502,exact
74746,86503,exact
59189,86504,exact
44014,86505,exact
49553,86506,exact
67161,86507,exact
47455,86508,exact
83436,86509,exact
15577,86510,exact
17840,86511,exact
41535,86512,exact
2978,86513,exact
23933,86514,exact
16397,86515,exact
2516,86516,exact
44287,86517,exact
79623,86518,exact
25341,86519,exact
5785,86520,exact
54242,86521,exact
84592,86522,exact
8131,86523,exact
40796,86524,exact
51054,86525,exact
6846,86526,exact
78702,86527,exact
22041,86528,exact
46908,86529,exact
10147,86530,exact
53507,86531,exact
7078,86532,exact
57764,86533,exact
46527,86534,exact
79186,86535,exact
81282,86536,exact
33531,86537,exact
40598,86538,exact
73758,86539,exact
59459,86540,exact
54031,86541,exact
23680,86542,exact
4022,86543,exact
59471,86544,exact
34622,86545,exact
24968,86546,exact
50811,86547,exact
8400,86548,exact
46872,86549,exact
12622,86550,exact
16169,86551,exact
3432,86552,exact
